Store Name,Phone Number,Address,Store Url,Longitude,Latitude,City
Alhambra,(626) 281-9990,"2810 W. Alhambra Rd
Alhambra, CA 91801",https://locations.99only.com/ca/alhambra/discount-store-184.html,-118.1545993,34.0978818,Alhambra
Anaheim - Euclid,(714) 999-8653,"910 S. Euclid St
Anaheim, CA 92802",https://locations.99only.com/ca/anaheim/discount-store-414.html,-117.9406554,33.819685,Anaheim
Anaheim - State College,(714) 491-8999,"2270 E. Lincoln Ave
Anaheim, CA 92806",https://locations.99only.com/ca/anaheim/discount-store-100.html,-117.8848486,33.8378922,Anaheim
Antioch,(925) 757-8999,"2515 Somersville Rd
Antioch, CA 94509",https://locations.99only.com/ca/antioch/discount-store-228.html,-121.8385581,38.0002186,Antioch
Apple Valley - Hwy 18,(760) 242-0488,"20220 Hwy 18
Apple Valley, CA 92307",https://locations.99only.com/ca/applevalley/discount-store-440.html,-117.2217714,34.5289301,Apple Valley
Apple Valley,(760) 961-1879,"19201 Bear Valley Rd
Apple Valley, CA 92308",https://locations.99only.com/ca/applevalley/discount-store-254.html,-117.2435468,34.4705034,Apple Valley
Arcadia,(626) 294-1999,"140 E. Duarte Rd
Arcadia, CA 91006",https://locations.99only.com/ca/arcadia/discount-store-69.html,-118.026568,34.1299324,Arcadia
Woodman,(818) 891-9991,"8625 Woodman Ave
Arleta, CA 91331",https://locations.99only.com/ca/arleta/discount-store-42.html,-118.4342909,34.2269624,Arleta
Artesia,(562) 865-0291,"11732 South St
Artesia, CA 90701",https://locations.99only.com/ca/artesia/discount-store-321.html,-118.0835475,33.8580158,Artesia
Atascadero,(805) 462-9990,"7101 El Camino Real
Atascadero, CA 93422",https://locations.99only.com/ca/atascadero/discount-store-353.html,-120.6629941,35.4865554,Atascadero
Atwater,(209) 358-7019,"1870 Bellevue Rd
Atwater, CA 95301",https://locations.99only.com/ca/atwater/discount-store-292.html,-120.6129345,37.3592954,Atwater
Azusa,(626) 633-0990,"307 N. Citrus Ave
Azusa, CA 91702",https://locations.99only.com/ca/azusa/discount-store-90.html,-117.8914864,34.126854,Azusa
Bakersfield - Niles,(661) 363-0006,"3815 Niles St
Bakersfield, CA 93306",https://locations.99only.com/ca/bakersfield/discount-store-438.html,-118.9413217,35.3754766,Bakersfield
Bakersfield - Centennial,(661) 829-2502,"8200 Centennial Plaza Way
Bakersfield, CA 93312",https://locations.99only.com/ca/bakersfield/discount-store-393.html,-119.0938989,35.4019233,Bakersfield
Bakersfield - Olive,(661) 399-9943,"1121 Olive Dr
Bakersfield, CA 93308",https://locations.99only.com/ca/bakersfield/discount-store-258.html,-119.0446289,35.4112479,Bakersfield
Bakersfield - White Lane,(661) 397-7999,"1501 White Ln
Bakersfield, CA 93307",https://locations.99only.com/ca/bakersfield/discount-store-146.html,-119.0195333,35.3163797,Bakersfield
Bakersfield - Mt. Vernon,(661) 872-9299,"2682 Mt. Vernon Ave
Bakersfield, CA 93306",https://locations.99only.com/ca/bakersfield/discount-store-129.html,-118.9690569,35.3962627,Bakersfield
Bakersfield - Ming,(661) 836-6699,"4200 Ming Ave
Bakersfield, CA 93309",https://locations.99only.com/ca/bakersfield/discount-store-128.html,-119.0499362,35.3401801,Bakersfield
Baldwin Park,(626) 962-4299,"14151 Ramona Blvd
Baldwin Park, CA 91706",https://locations.99only.com/ca/baldwinpark/discount-store-72.html,-117.9653546,34.0867895,Baldwin Park
Barstow,(760) 256-3190,"1308 E. Main St
Barstow, CA 92311",https://locations.99only.com/ca/barstow/discount-store-291.html,-117.0075921,34.8949085,Barstow
Bellflower,(562) 804-5199,"14317 Clark Ave
Bellflower, CA 90706",https://locations.99only.com/ca/bellflower/discount-store-152.html,-118.1352177,33.9032882,Bellflower
Brea - Imperial,(714) 529-4793,"820 East Imperial Hwy
Brea, CA 92821",https://locations.99only.com/ca/brea/discount-store-253.html,-117.8927565,33.9126688,Brea
Brea,(562) 690-3992,"1261 W. Central Ave
Brea, CA 92821",https://locations.99only.com/ca/brea/discount-store-221.html,-117.9171194,33.9326429,Brea
Burbank,(818) 841-1199,"2407 W. Victory Blvd
Burbank, CA 91506",https://locations.99only.com/ca/burbank/discount-store-111.html,-118.3375197,34.1848362,Burbank
Calexico,(760) 768-1308,"401 E. 2nd St
Calexico, CA 92231",https://locations.99only.com/ca/calexico/discount-store-238.html,-115.4932524,32.6669291,Calexico
Camarillo,(805) 383-9671,"301 Arneil Rd
Camarillo, CA 93010",https://locations.99only.com/ca/camarillo/discount-store-113.html,-119.0408558,34.2197879,Camarillo
Canoga Park - DeSoto,(818) 593-6528,"6820 De Soto Ave
Canoga Park, CA 91303",https://locations.99only.com/ca/canogapark/discount-store-400.html,-118.5872752,34.1946272,Canoga Park
Carson,(310) 532-0423,"619 E. University Dr
Carson, CA 90746",https://locations.99only.com/ca/carson/discount-store-378.html,-118.2651789,33.859165,Carson
Cathedral City,(760) 202-9991,"31033 Date Palm Dr
Cathedral City, CA 92234",https://locations.99only.com/ca/cathedralcity/discount-store-262.html,-116.4594062,33.8225055,Cathedral City
Chico - Pillsbury,(530) 895-1398,"2156 Pillsbury Rd
Chico, CA 95926",https://locations.99only.com/ca/chico/discount-store-407.html,-121.8458531,39.7583904,Chico
Chino,(909) 364-1899,"12170 Central Avenue
Chino, CA 91762",https://locations.99only.com/ca/chino/discount-store-149.html,-117.6912075,34.0321859,Chino
Chino Hills,(909) 393-7720,"4050 Chino Hills Pkwy
Chino, CA 91710",https://locations.99only.com/ca/chino/discount-store-96.html,-117.7161695,33.9838544,Chino
Chula Vista - 3rd Ave,(619) 691-1036,"1030 3rd Ave
Chula Vista, CA 91911",https://locations.99only.com/ca/chulavista/discount-store-443.html,-117.0715014,32.6154852,Chula Vista
Citrus Heights,(916) 727-1999,"7424 Greenback Ln
Citrus Heights, CA 95610",https://locations.99only.com/ca/citrusheights/discount-store-416.html,-121.2911319,38.6775318,Citrus Heights
Clovis,(559) 299-8149,"770 W. Shaw Ave
Clovis, CA 93612",https://locations.99only.com/ca/clovis/discount-store-138.html,-119.7256821,36.8069864,Clovis
Coachella,(760) 398-9015,"50249 Harrison St. #J
Coachella, CA 92236",https://locations.99only.com/ca/coachella/discount-store-261.html,-116.1822982,33.6825035,Coachella
Colton - La Cadena,(909) 370-2299,"1481 N. La Cadena Dr
Colton, CA 92324",https://locations.99only.com/ca/colton/discount-store-345.html,-117.3153239,34.0846836,Colton
Colton,(909) 433-0740,"1080 S. Mount Vernon Ave
Colton, CA 92324",https://locations.99only.com/ca/colton/discount-store-240.html,-117.3067374,34.0514468,Colton
Concord - Willow Pass,(925) 687-2996,"1701 A Willow Pass Rd
Concord, CA 94520",https://locations.99only.com/ca/concord/discount-store-247.html,-122.0413494,37.9742306,Concord
Concord,(925) 674-9799,"4665 Clayton Rd
Concord, CA 94521",https://locations.99only.com/ca/concord/discount-store-201.html,-121.9835335,37.9624119,Concord
Corona - McKinley,(951) 279-9990,"450 N McKinley
Corona, CA 92879",https://locations.99only.com/ca/corona/discount-store-380.html,-117.5227083,33.8881755,Corona
Costa Mesa,(949) 645-9066,"2180 Harbor Blvd
Costa Mesa, CA 92627",https://locations.99only.com/ca/costamesa/discount-store-174.html,-117.9188358,33.6538034,Costa Mesa
Covina - Azusa Avenue,(626) 339-9999,"543 N. Azusa Ave
Covina, CA 91722",https://locations.99only.com/ca/covina/discount-store-340.html,-117.9089722,34.0897646,Covina
Cypress - Walker,(714) 816-9931,"9937 Walker St
Cypress, CA 90630",https://locations.99only.com/ca/cypress/discount-store-418.html,-118.0380947,33.8180747,Cypress
Delano,(661) 721-9690,"626 Cecil Ave
Delano, CA 93215",https://locations.99only.com/ca/delano/discount-store-332.html,-119.250747,35.775536,Delano
Downey,(562) 923-9882,"11916 Paramount Blvd
Downey, CA 90241",https://locations.99only.com/ca/downey/discount-store-67.html,-118.1438117,33.9340483,Downey
Duarte,(626) 599-2028,"1327 E. Huntington Dr
Duarte, CA 91010",https://locations.99only.com/ca/duarte/discount-store-336.html,-117.9758786,34.1405291,Duarte
Eastvale,(951) 371-2003,"7115 Hamner Ave
Eastvale, CA 91752",https://locations.99only.com/ca/eastvale/discount-store-379.html,-117.5588483,33.9573739,Eastvale
El Cajon - Fletcher,(619) 462-2215,"2320 Fletcher Pkwy
El Cajon, CA 92020",https://locations.99only.com/ca/elcajon/discount-store-293.html,-116.9960035,32.8032086,El Cajon
El Cajon,(619) 590-9191,"1766 E. Main St
El Cajon, CA 92021",https://locations.99only.com/ca/elcajon/discount-store-80.html,-116.9183625,32.814494,El Cajon
El Centro - Danenberg,(760) 370-0399,"524 E. Danenberg Dr
El Centro, CA 92243",https://locations.99only.com/ca/elcentro/discount-store-395.html,-115.518951,32.7669565,El Centro
El Centro,(760) 352-6199,"2101 Imperial Blvd
El Centro, CA 92243",https://locations.99only.com/ca/elcentro/discount-store-267.html,-115.567322,32.8131016,El Centro
El Monte,(626) 279-7999,"11114 Ramona Blvd
El Monte, CA 91731",https://locations.99only.com/ca/elmonte/discount-store-52.html,-118.0309592,34.0726051,El Monte
El Segundo,(310) 335-6093,"300 Richmond St
El Segundo, CA 90245",https://locations.99only.com/ca/elsegundo/discount-store-377.html,-118.4169601,33.919876,El Segundo
Escondido - Ash,(760) 745-0457,"415 North Ash St
Escondido, CA 92027",https://locations.99only.com/ca/escondido/discount-store-417.html,-117.0682834,33.1306917,Escondido
Escondido - Parkway,(760) 745-0318,"385 N. Escondido Blvd
Escondido, CA 92025",https://locations.99only.com/ca/escondido/discount-store-408.html,-117.0873532,33.1221254,Escondido
Escondido - Valley,(760) 746-1849,"2010 E. Valley Pkwy
Escondido, CA 92027",https://locations.99only.com/ca/escondido/discount-store-357.html,-117.051733,33.1386301,Escondido
Fairfield - N. Texas,(707) 399-9930,"2525 N. Texas Street Ste B
Fairfield, CA 94533",https://locations.99only.com/ca/fairfield/discount-store-436.html,-122.0359767,38.2752533,Fairfield
Folsom - Riley,(916) 986-9102,"1012 Riley St
Folsom, CA 95630",https://locations.99only.com/ca/folsom/discount-store-409.html,-121.168512,38.6705358,Folsom
Fontana,(909) 349-0099,"9255 Sierra Ave
Fontana, CA 92335",https://locations.99only.com/ca/fontana/discount-store-89.html,-117.4351739,34.086327,Fontana
Foothill Ranch,(949) 837-1478,"26542 Towne Centre Dr
Foothill Ranch, CA 92610",https://locations.99only.com/ca/foothillranch/discount-store-327.html,-117.6679603,33.6793335,Foothill Ranch
Fremont,(510) 353-9512,"41989 Fremont Blvd
Fremont, CA 94538",https://locations.99only.com/ca/fremont/discount-store-320.html,-121.9584204,37.5243848,Fremont
Fresno - West Shaw,(559) 277-2549,"4170 West Shaw Ave
Fresno, CA 93722",https://locations.99only.com/ca/fresno/discount-store-328.html,-119.8666043,36.809113,Fresno
Fresno - West Avenue,(559) 225-0999,"3110 N. West Ave
Fresno, CA 93705",https://locations.99only.com/ca/fresno/discount-store-271.html,-119.8257353,36.7786092,Fresno
Fresno - McKinley,(559) 268-1989,"1520 N. First St
Fresno, CA 93703",https://locations.99only.com/ca/fresno/discount-store-235.html,-119.7716468,36.7636663,Fresno
Fresno - Kings Canyon,(559) 456-0990,"4979 Kings Canyon Blvd
Fresno, CA 93727",https://locations.99only.com/ca/fresno/discount-store-204.html,-119.7287478,36.7375294,Fresno
Fresno,(559) 438-8599,"6036 N. First St
Fresno, CA 93710",https://locations.99only.com/ca/fresno/discount-store-154.html,-119.7703802,36.8237524,Fresno
Fullerton - Chapman,(714) 525-9992,"2450 E. Chapman Ave
Fullerton, CA 92831",https://locations.99only.com/ca/fullerton/discount-store-187.html,-117.8878242,33.8731389,Fullerton
Fullerton,(714) 449-9969,"1845 N. Orangethorpe Ave
Fullerton, CA 92833",https://locations.99only.com/ca/fullerton/discount-store-53.html,-117.961748,33.859812,Fullerton
Garden Grove - Magnolia,(714) 636-3066,"11072 Magnolia St.
Garden Grove, CA 92841",https://locations.99only.com/ca/gardengrove/discount-store-372.html,-117.9742314,33.8021122,Garden Grove
Garden Grove - Valley View,(714) 890-5990,"12431 Valley View St
Garden Grove, CA 92845",https://locations.99only.com/ca/gardengrove/discount-store-141.html,-118.0309592,33.7817379,Garden Grove
Garden Grove - Westminster,(714) 539-5999,"9920 Westminster Ave
Garden Grove, CA 92844",https://locations.99only.com/ca/gardengrove/discount-store-43.html,-117.9557452,33.7583988,Garden Grove
Garden Grove,(714) 537-9900,"13061 Harbor Blvd
Garden Grove, CA 92843",https://locations.99only.com/ca/gardengrove/discount-store-5.html,-117.9216506,33.7733897,Garden Grove
Gardena,(310) 354-9991,"15505 S. Normandie Ave
Gardena, CA 90247",https://locations.99only.com/ca/gardena/discount-store-199.html,-118.3006263,33.8898509,Gardena
Gilroy,(408) 848-4502,"260 East 10th St
Gilroy, CA 95020",https://locations.99only.com/ca/gilroy/discount-store-224.html,-121.5619227,37.0001673,Gilroy
Glendale,(818) 547-9995,"6401 San Fernando Rd
Glendale, CA 91201",https://locations.99only.com/ca/glendale/discount-store-54.html,-118.2887022,34.1659314,Glendale
Glendora - Barranca,(626) 332-5083,"1788 South Barranca Ave
Glendora, CA 91740",https://locations.99only.com/ca/glendora/discount-store-420.html,-117.88059,34.107246,Glendora
Granada Hill,(818) 368-1799,"17040 Chatsworth St
Granada Hills, CA 91344",https://locations.99only.com/ca/granadahills/discount-store-55.html,-118.5038219,34.2639928,Granada Hills
Hacienda Heights,(626) 855-1699,"1120 Hacienda Blvd
Hacienda Heights, CA 91745",https://locations.99only.com/ca/haciendaheights/discount-store-193.html,-117.9619338,34.0098399,Hacienda Heights
Hanford,(559) 587-9742,"550 N. 11th Ave
Hanford, CA 93230",https://locations.99only.com/ca/hanford/discount-store-290.html,-119.6569786,36.3297834,Hanford
Harbor City,(310) 539-9099,"955 W. Sepulveda Blvd
Harbor City, CA 90502",https://locations.99only.com/ca/harborcity/discount-store-48.html,-118.2913055,33.8117539,Harbor City
Hawaiian Gardens,(562) 420-9900,"12125 Carson Blvd
Hawaiian Gardens, CA 90716",https://locations.99only.com/ca/hawaiiangardens/discount-store-46.html,-118.0733103,33.8319694,Hawaiian Gardens
Hawthorne - 118th Street,(310) 679-6994,"11811 Hawthorne Blvd
Hawthorne, CA 90250",https://locations.99only.com/ca/hawthorne/discount-store-19.html,-118.3537639,33.9270991,Hawthorne
Hayward,(510) 276-9960,"20882 Mission Blvd
Hayward, CA 94541",https://locations.99only.com/ca/hayward/discount-store-217.html,-122.0980352,37.684944,Hayward
Hemet,(951) 765-1074,"3385 W. Florida Ave
Hemet, CA 92545",https://locations.99only.com/ca/hemet/discount-store-108.html,-117.0079599,33.7454323,Hemet
Hesperia - Main Street,(760) 948-4306,"17255 Main St
Hesperia, CA 92345",https://locations.99only.com/ca/hesperia/discount-store-362.html,-117.2871755,34.4182918,Hesperia
Hesperia - Topaz,(760) 244-4409,"14073 Main St., Suite 108
Hesperia, CA 92345",https://locations.99only.com/ca/hesperia/discount-store-281.html,-117.3567816,34.4260584,Hesperia
Huntington Beach - Brookhurst,(714) 593-9939,"19050 Brookhurst St
Huntington Beach, CA 92646",https://locations.99only.com/ca/huntingtonbeach/discount-store-97.html,-117.9529066,33.6858654,Huntington Beach
Huntington Beach - Beach Blvd,(714) 843-5874,"16672 Beach Blvd
Huntington Beach, CA 92647",https://locations.99only.com/ca/huntingtonbeach/discount-store-75.html,-117.9875915,33.7203397,Huntington Beach
Huntington Beach,(714) 379-0902,"15962 Springdale St
Huntington Beach, CA 92649",https://locations.99only.com/ca/huntingtonbeach/discount-store-49.html,-118.0225998,33.7307532,Huntington Beach
Walnut Park,(323) 585-2999,"2566 E. Florence Ave
Huntington Park, CA 90255",https://locations.99only.com/ca/huntingtonpark/discount-store-44.html,-118.2258445,33.9740068,Huntington Park
Huntington Park - Pacific,(323) 588-1559,"6124 Pacific Blvd
Huntington Park, CA 90255",https://locations.99only.com/ca/huntingtonpark/discount-store-33.html,-118.224805,33.9846696,Huntington Park
Inglewood - Crenshaw,(323) 751-1478,"8451 Crenshaw Blvd
Inglewood, CA 90305",https://locations.99only.com/ca/inglewood/discount-store-392.html,-118.3272915,33.9613371,Inglewood
Inglewood - Imperial,(323) 777-2419,"2762 Imperial Hwy
Inglewood, CA 90303",https://locations.99only.com/ca/inglewood/discount-store-364.html,-118.3244133,33.9309083,Inglewood
La Mesa,(619) 697-7599,"7908 El Cajon Blvd
La Mesa, CA 91941",https://locations.99only.com/ca/lamesa/discount-store-150.html,-117.0269048,32.7700679,La Mesa
La Mirada,(562) 946-2918,"14540 E. Leffingwell Rd
La Mirada, CA 90638",https://locations.99only.com/ca/lamirada/discount-store-37.html,-118.0213534,33.9241108,La Mirada
La Puente,(626) 918-6699,"1617 Hacienda Blvd
La Puente, CA 91744",https://locations.99only.com/ca/lapuente/discount-store-56.html,-117.9473251,34.0494561,La Puente
La Quinta,(760) 863-0992,"79840 Hwy. 111
La Quinta, CA 92253",https://locations.99only.com/ca/laquinta/discount-store-119.html,-116.2718944,33.708845,La Quinta
Lake Elsinore,(951) 245-4809,"18286 Collier Ave
Lake Elsinore, CA 92530",https://locations.99only.com/ca/lakeelsinore/discount-store-234.html,-117.33977,33.6923998,Lake Elsinore
Lake Forest - Muirlands,(949) 455-2566,"22631 Lake Forest Dr
Lake Forest, CA 92630",https://locations.99only.com/ca/lakeforest/discount-store-389.html,-117.7110376,33.6347094,Lake Forest
Lake Forest,(949) 597-0999,"23829 El Toro Rd
Lake Forest, CA 92630",https://locations.99only.com/ca/lakeforest/discount-store-198.html,-117.7064554,33.6169432,Lake Forest
Lakewood,(562) 804-7991,"4929 Woodruff Ave
Lakewood, CA 90713",https://locations.99only.com/ca/lakewood/discount-store-58.html,-118.1167655,33.8471723,Lakewood
Lancaster - Avenue J,(661) 945-0989,"1030 E. Avenue J
Lancaster, CA 93535",https://locations.99only.com/ca/lancaster/discount-store-325.html,-118.111355,34.6880241,Lancaster
Lancaster,(661) 942-4929,"44601 Valley Central Way
Lancaster, CA 93536",https://locations.99only.com/ca/lancaster/discount-store-70.html,-118.1736614,34.6924537,Lancaster
Livermore,(925) 454-0217,"1490 Railroad Ave
Livermore, CA 94550",https://locations.99only.com/ca/livermore/discount-store-447.html,-121.7783869,37.6814209,Livermore
Lodi,(209) 339-9103,"300 W. Kettleman Ln
Lodi, CA 95240",https://locations.99only.com/ca/lodi/discount-store-157.html,-121.2773447,38.1141564,Lodi
Lomita,(310) 257-8017,"2159-2167 Pacific Coast Hwy
Lomita, CA 90717",https://locations.99only.com/ca/lomita/discount-store-311.html,-118.3188894,33.7902843,Lomita
Lompoc,(805) 740-1998,"1309 N. H St
Lompoc, CA 93436",https://locations.99only.com/ca/lompoc/discount-store-139.html,-120.4592677,34.659016,Lompoc
Long Beach - Willow,(562) 424-1247,"1851 Willow St
Long Beach, CA 90755",https://locations.99only.com/ca/longbeach/discount-store-355.html,-118.1690426,33.8051803,Long Beach
Long Beach - 20th Street,(562) 591-0802,"2012 Long Beach Blvd
Long Beach, CA 90806",https://locations.99only.com/ca/longbeach/discount-store-251.html,-118.1886032,33.7943944,Long Beach
Long Beach - Orange Street,(562) 988-9167,"1190 E. Carson Street
Long Beach, CA 90806",https://locations.99only.com/ca/longbeach/discount-store-173.html,-118.1770865,33.8317687,Long Beach
Crenshaw,(323) 731-1915,"3060 Crenshaw Blvd
Los Angeles, CA 90016",https://locations.99only.com/ca/losangeles/discount-store-394.html,-118.3347939,34.0259197,Los Angeles
Ladera Heights,(310) 258-9490,"6921 La Tijera Blvd
Los Angeles, CA 90045",https://locations.99only.com/ca/losangeles/discount-store-375.html,-118.3742313,33.9760305,Los Angeles
West LA - Pico,(310) 477-4195,"11040 W Pico Blvd
Los Angeles, CA 90064",https://locations.99only.com/ca/losangeles/discount-store-361.html,-118.4333762,34.0373645,Los Angeles
Highland Park,(323) 256-5599,"6235 York Blvd
Los Angeles, CA 90042",https://locations.99only.com/ca/losangeles/discount-store-125.html,-118.1827535,34.1152155,Los Angeles
La Brea,(323) 466-1075,"852 N. La Brea Ave
Los Angeles, CA 90038",https://locations.99only.com/ca/losangeles/discount-store-84.html,-118.3437293,34.0868782,Los Angeles
Silverlake,(323) 664-9901,"3600 W. Sunset Blvd
Los Angeles, CA 90026",https://locations.99only.com/ca/losangeles/discount-store-83.html,-118.27736,34.08999,Los Angeles
Sunset,(323) 461-9997,"5270 Sunset Blvd
Los Angeles, CA 90027",https://locations.99only.com/ca/losangeles/discount-store-63.html,-118.3050067,34.0976862,Los Angeles
Los Angeles - Washington,(213) 741-9995,"422 E. Washington Blvd
Los Angeles, CA 90015",https://locations.99only.com/ca/losangeles/discount-store-62.html,-118.2611832,34.0287877,Los Angeles
East LA,(323) 980-0999,"3451 Whittier Blvd
Los Angeles, CA 90023",https://locations.99only.com/ca/losangeles/discount-store-59.html,-118.1990224,34.0272627,Los Angeles
Los Angeles - North Broadway,(323) 226-9999,"2606 North Broadway
Los Angeles, CA 90031",https://locations.99only.com/ca/losangeles/discount-store-51.html,-118.2153355,34.0732892,Los Angeles
Wilshire,(323) 939-9991,"6121 Wilshire Blvd
Los Angeles, CA 90048",https://locations.99only.com/ca/losangeles/discount-store-41.html,-118.3623813,34.0634111,Los Angeles
Fairfax,(323) 936-3972,"601 S. Fairfax Ave
Los Angeles, CA 90036",https://locations.99only.com/ca/losangeles/discount-store-16.html,-118.3616753,34.0646705,Los Angeles
